CountyFIPS,County,CNTY,VTD,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap
245,JEFFERSON,245,0056,2450056,6084,4803,3458,1345,183,178,897,1064,3651,2748,903,131,111,575,684
339,MONTGOMERY,339,0078,3390078,6977,7079,4690,2389,881,197,1115,1297,5213,3615,1598,578,135,758,884
355,NUECES,355,0008,3550008,7123,8900,3141,5759,688,506,4543,4961,6699,2586,4113,503,373,3164,3481
201,HARRIS,201,0801,2010801,5019,1003,69,934,55,111,784,878,734,58,676,48,88,549,624
113,DALLAS,113,2049,1132049,2254,2256,1427,829,177,261,353,598,1818,1194,624,132,204,252,450
135,ECTOR,135,0412,1350412,3250,2074,484,1590,29,190,1369,1535,1591,428,1163,24,138,989,1117
29,BEXAR,29,2072,292072,485,4933,1231,3702,190,368,3183,3476,3656,1039,2617,120,242,2235,2452
453,TRAVIS,453,0292,4530292,8849,5477,3789,1688,740,188,626,791,3807,2710,1097,452,144,425,551
199,HARDIN,199,0015,1990015,4212,2973,2443,530,44,144,218,353,2264,1886,378,30,104,137,238
463,UVALDE,463,0013,4630013,9081,4635,594,4041,21,41,3959,3976,3352,448,2904,14,26,2843,2856
201,HARRIS,201,1033,2011033,5251,1200,615,585,150,202,215,408,1009,557,452,113,154,160,312
29,BEXAR,29,1003,291003,253,3399,693,2706,92,89,2520,2595,2888,669,2219,81,72,2052,2116
29,BEXAR,29,1131,291131,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,JOHNSON,251,0028,2510028,6187,2947,2238,709,26,89,502,577,2336,1873,463,20,55,304,355
187,GUADALUPE,187,0128,1870128,4083,5078,3318,1760,139,144,1364,1484,3644,2507,1137,70,100,896,984
47,BROOKS,47,003S,47003S,1318,379,29,350,4,5,337,341,325,24,301,1,4,290,294
453,TRAVIS,453,0416,4530416,8952,3743,2155,1588,158,204,1180,1358,3253,1990,1263,141,158,899,1045
195,HANSFORD,195,0001,1950001,4186,1384,596,788,9,16,749,760,970,463,507,8,12,470,481
61,CAMERON,61,0009,610009,1421,7653,279,7374,18,48,7298,7324,5589,238,5351,8,32,5291,5313
201,HARRIS,201,0930,2010930,5148,1395,24,1371,14,315,1040,1349,1006,17,989,10,260,715,973
439,TARRANT,439,1189,4391189,7913,3788,1354,2434,271,661,1468,2105,2923,1198,1725,192,487,996,1476
29,BEXAR,29,2158,292158,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,CAMERON,61,0095,610095,1507,892,20,872,4,2,867,869,559,15,544,1,1,543,544
141,EL PASO,141,0109,1410109,3422,2518,358,2160,58,129,2020,2104,2024,322,1702,47,84,1596,1653
269,KING,269,0002,2690002,6316,67,53,14,1,3,11,13,41,31,10,1,1,9,9
113,DALLAS,113,3006,1133006,2443,5861,4204,1657,495,431,617,1032,5667,4104,1563,469,413,567,968
201,HARRIS,201,0141,2010141,4358,860,162,698,6,33,646,675,602,134,468,5,16,435,449
201,HARRIS,201,0098,2010098,4315,5428,3927,1501,107,313,896,1186,3937,2981,956,81,188,535,711
29,BEXAR,29,3030,293030,634,2782,1781,1001,160,78,772,837,2202,1477,725,113,61,547,601
39,BRAZORIA,39,0076,390076,1189,2328,1384,944,27,67,753,812,1755,1139,616,16,45,465,510
113,DALLAS,113,3107,1133107,2549,3857,349,3508,52,2622,876,3444,2846,295,2551,39,1940,590,2505
257,KAUFMAN,257,0009,2570009,6230,2814,1792,1022,26,268,609,873,2197,1494,703,12,208,378,582
439,TARRANT,439,1078,4391078,7870,1851,93,1758,21,847,912,1739,1262,74,1188,13,644,537,1171
453,TRAVIS,453,0231,4530231,8806,4862,4163,699,186,54,350,397,3613,3156,457,106,36,232,265
141,EL PASO,141,0066,1410066,3379,4065,295,3770,49,207,3540,3689,3185,257,2928,39,166,2741,2871
141,EL PASO,141,0172,1410172,3485,7918,196,7722,18,35,7683,7699,5747,153,5594,15,28,5567,5581
73,CHEROKEE,73,0012,730012,1570,2121,1496,625,20,213,352,560,1575,1155,420,13,162,214,372
201,HARRIS,201,1076,2011076,5294,6102,1182,4920,829,1934,2200,4041,4156,866,3290,602,1236,1432,2637
201,HARRIS,201,0013,2010013,4229,7254,2339,4915,166,1279,3420,4591,5315,1967,3348,119,876,2250,3068
333,MILLS,333,0006,3330006,6871,272,208,64,1,0,42,42,220,176,44,1,0,28,28
265,KERR,265,0119,2650119,6293,3106,2268,838,77,39,659,690,2548,1940,608,59,26,472,493
229,HUDSPETH,229,0004,2290004,5935,403,159,244,1,5,226,229,344,136,208,1,3,192,195
453,TRAVIS,453,0392,4530392,8935,2876,2207,669,176,64,353,403,2342,1871,471,128,41,252,279
187,GUADALUPE,187,0401,1870401,4126,3395,1741,1654,114,171,1304,1452,2567,1404,1163,73,118,903,1013
201,HARRIS,201,1139,2011139,5357,7149,435,6714,196,2598,3944,6475,4987,358,4629,158,1774,2716,4456
55,CALDWELL,55,0202,550202,1378,2093,978,1115,28,131,927,1032,1571,811,760,17,83,621,695
439,TARRANT,439,1489,4391489,7999,3904,854,3050,385,1907,774,2613,2958,735,2223,309,1377,525,1871
201,HARRIS,201,0204,2010204,4421,5497,3435,2062,298,382,1314,1654,4581,2919,1662,239,322,1023,1319
201,HARRIS,201,0844,2010844,5062,5858,3788,2070,493,524,951,1450,3823,2572,1251,302,331,552,870
29,BEXAR,29,1089,291089,339,96,4,92,0,0,91,91,82,3,79,0,0,78,78
29,BEXAR,29,2030,292030,442,3001,91,2910,24,73,2832,2878,2028,73,1955,16,42,1905,1935
201,HARRIS,201,0947,2010947,5165,1102,721,381,94,51,227,271,885,593,292,80,32,167,199
355,NUECES,355,0113,3550113,7229,1001,72,929,7,115,818,919,741,53,688,4,86,604,683
457,TYLER,457,0014,4570014,9038,2085,1855,230,19,51,90,140,1635,1465,170,11,39,58,96
245,JEFFERSON,245,0099,2450099,6127,1479,481,998,74,783,147,914,1255,459,796,65,620,108,723
339,MONTGOMERY,339,0039,3390039,6934,7280,5767,1513,110,161,960,1098,5363,4401,962,73,107,585,682
347,NACOGDOCHES,347,0016,3470016,7037,3514,2807,707,87,203,337,535,2737,2229,508,67,156,220,375
41,BRAZOS,41,0021,410021,1212,6050,3221,2829,1386,364,1030,1354,5679,3053,2626,1325,314,943,1221
355,NUECES,355,0051,3550051,7166,4659,833,3826,39,324,3458,3711,3363,736,2627,31,201,2357,2534
245,JEFFERSON,245,0073,2450073,6101,2973,1851,1122,183,566,309,861,2323,1555,768,138,379,211,577
439,TARRANT,439,2219,4392219,8102,3487,1999,1488,445,450,522,955,2663,1611,1052,318,330,329,653
29,BEXAR,29,1026,291026,276,2489,88,2401,12,30,2368,2382,1821,83,1738,7,16,1713,1720
471,WALKER,471,0301,4710301,9167,8628,2735,5893,112,2613,3030,5582,7106,2463,4643,85,2098,2318,4388
427,STARR,427,0010,4270010,7807,5492,66,5426,3,14,5399,5404,3653,31,3622,3,11,3604,3609
239,JACKSON,239,0004,2390004,5998,525,377,148,6,7,116,123,433,321,112,6,4,88,92
349,NAVARRO,349,0203,3490203,7063,3229,1935,1294,36,682,483,1156,2561,1640,921,31,481,332,810
465,VAL VERDE,465,0042,4650042,9101,41,22,19,0,0,19,19,28,19,9,0,0,9,9
355,NUECES,355,0071,3550071,7186,2870,255,2615,14,106,2486,2586,2204,222,1982,13,79,1886,1959
39,BRAZORIA,39,0056,390056,1169,7232,3881,3351,127,994,2134,3026,5319,3025,2294,104,657,1398,2033
29,BEXAR,29,1069,291069,319,1044,318,726,54,106,593,681,859,295,564,41,79,453,525
121,DENTON,121,3160,1213160,3084,4697,3216,1481,299,342,695,1015,3529,2528,1001,211,217,462,663
61,CAMERON,61,0072,610072,1484,6271,318,5953,135,63,5770,5809,4219,218,4001,104,38,3858,3885
201,HARRIS,201,0058,2010058,4275,3473,1888,1585,345,156,1042,1183,2872,1626,1246,263,124,802,921
355,NUECES,355,0054,3550054,7169,2040,152,1888,12,36,1845,1874,1543,136,1407,8,22,1375,1397
141,EL PASO,141,0129,1410129,3442,10082,1178,8904,319,844,7928,8550,6299,839,5460,181,522,4791,5218
201,HARRIS,201,0738,2010738,4956,1464,39,1425,10,1245,204,1410,1039,38,1001,9,862,143,990
439,TARRANT,439,1013,4391013,7850,4090,412,3678,64,1554,2085,3603,2966,374,2592,53,1221,1330,2530
201,HARRIS,201,1053,2011053,5271,2988,369,2619,111,1166,1364,2477,2250,329,1921,93,870,955,1803
457,TYLER,457,0017,4570017,9041,2798,1192,1606,24,938,631,1559,2572,1054,1518,22,883,603,1477
113,DALLAS,113,2602,1132602,2403,6349,1495,4854,2870,1245,696,1909,4986,1301,3685,2254,893,490,1370
453,TRAVIS,453,0387,4530387,8932,4015,2134,1881,580,409,837,1210,3074,1720,1354,397,294,604,881
453,TRAVIS,453,0346,4530346,8889,5889,3886,2003,872,124,875,985,3835,2635,1200,511,82,523,600
187,GUADALUPE,187,0103,1870103,4063,1117,616,501,4,47,418,455,902,555,347,3,31,286,312
201,HARRIS,201,1096,2011096,5314,5108,2788,2320,73,255,1891,2124,3857,2213,1644,48,182,1307,1483
29,BEXAR,29,2033,292033,445,4272,687,3585,10,596,3013,3555,4034,678,3356,10,585,2792,3331
29,BEXAR,29,1086,291086,336,4311,609,3702,124,362,3280,3556,3137,508,2629,94,246,2278,2491
245,JEFFERSON,245,0076,2450076,6104,3199,320,2879,172,1322,1403,2662,2158,260,1898,125,909,879,1749
355,NUECES,355,0028,3550028,7143,315,211,104,2,6,92,96,257,180,77,2,5,66,69
349,NAVARRO,349,0200,3490200,7060,2862,825,2037,35,868,1037,1881,2072,653,1419,23,657,673,1318
113,DALLAS,113,1733,1131733,2191,7391,1998,5393,1171,1098,3092,4123,5498,1703,3795,899,731,2094,2794
51,BURLESON,51,0114,510114,1338,3374,1783,1591,22,411,1108,1508,2525,1457,1068,19,288,712,996
135,ECTOR,135,0304,1350304,3230,1691,225,1466,10,116,1349,1448,1271,201,1070,9,89,976,1054
439,TARRANT,439,2609,4392609,8208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,TARRANT,439,2100,4392100,8082,1128,392,736,41,56,627,675,845,351,494,33,41,405,441
201,HARRIS,201,0184,2010184,4401,2790,296,2494,29,389,2070,2437,2152,274,1878,21,340,1514,1842
113,DALLAS,113,3049,1133049,2486,2953,53,2900,16,1642,1255,2879,2224,41,2183,11,1406,778,2169
139,ELLIS,139,1019,1391019,3273,3920,2245,1675,57,205,1332,1502,2898,1797,1101,39,128,859,974
53,BURNET,53,0009,530009,1358,3366,2458,908,24,26,778,792,2745,2110,635,14,15,538,544
201,HARRIS,201,0864,2010864,5082,6740,260,6480,230,1198,5100,6237,4753,220,4533,180,783,3585,4337
123,DEWITT,123,0202,1230202,3167,2195,1179,1016,24,153,818,955,1728,1008,720,24,115,553,663
259,KENDALL,259,4070,2594070,6273,1924,1529,395,24,11,296,304,1596,1315,281,17,7,206,211
57,CALHOUN,57,0008,570008,1401,665,508,157,11,8,116,124,568,457,111,8,7,81,88
135,ECTOR,135,0101,1350101,3210,8181,1907,6274,42,147,6005,6109,5603,1514,4089,27,89,3899,3970
41,BRAZOS,41,0103,410103,1295,1078,815,263,11,23,190,210,750,589,161,6,13,114,125
439,TARRANT,439,2522,4392522,8188,5904,2751,3153,322,1520,1207,2666,4285,2203,2082,241,948,776,1709
201,HARRIS,201,0121,2010121,4338,2736,837,1899,22,267,1587,1845,1920,668,1252,15,169,1042,1209
113,DALLAS,113,2807,1132807,2423,3956,1964,1992,1408,144,378,515,2812,1511,1301,916,94,237,330
439,TARRANT,439,2354,4392354,8145,2778,659,2119,331,684,1095,1755,2029,559,1470,278,480,694,1163
341,MOORE,341,0401,3410401,7017,2127,1097,1030,9,26,953,976,1490,828,662,9,14,605,618
439,TARRANT,439,3035,4393035,8251,4674,3587,1087,368,108,454,544,3643,2899,744,246,75,294,363
273,KLEBERG,273,0041,2730041,6336,2601,358,2243,155,116,1974,2062,1912,298,1614,132,83,1384,1456
337,MONTAGUE,337,0014,3370014,6891,337,295,42,2,4,12,15,268,237,31,2,3,6,8
201,HARRIS,201,0016,2010016,4232,4819,2460,2359,532,815,963,1757,4642,2401,2241,509,773,918,1671
61,CAMERON,61,0052,610052,1464,2485,1563,922,71,67,743,798,2204,1456,748,68,42,600,637
249,JIM WELLS,249,0010,2490010,6147,3528,179,3349,13,54,3285,3321,2547,149,2398,4,30,2362,2381
121,DENTON,121,3117,1213117,3041,3077,500,2577,493,331,1757,2069,2125,432,1693,334,265,1091,1347
29,BEXAR,29,1148,291148,399,2211,344,1867,33,256,1610,1815,1453,266,1187,23,160,1019,1154
113,DALLAS,113,2310,1132310,2360,3186,1645,1541,231,103,1119,1211,2588,1425,1163,194,80,818,890
141,EL PASO,141,0086,1410086,3399,2236,1331,905,319,282,335,486,2199,1327,872,311,269,314,456
439,TARRANT,439,1352,4391352,7956,975,668,307,18,72,179,243,800,586,214,8,40,128,168
453,TRAVIS,453,0472,4530472,8995,6178,2478,3700,228,564,2886,3353,5023,2316,2707,189,426,2045,2415
41,BRAZOS,41,0041,410041,1232,1694,1401,293,88,41,139,174,1257,1084,173,52,17,83,100
29,BEXAR,29,2138,292138,551,2185,480,1705,69,212,1438,1626,1706,436,1270,51,165,1055,1204
29,BEXAR,29,2075,292075,488,2372,62,2310,21,101,2204,2280,1700,48,1652,10,71,1581,1638
201,HARRIS,201,0990,2010990,5208,278,5,273,46,5,227,227,200,5,195,41,5,153,153
121,DENTON,121,4179,1214179,3104,4905,3116,1789,287,487,934,1387,3775,2539,1236,213,328,619,927
191,HALL,191,0201,1910201,4169,95,60,35,3,5,32,35,76,58,18,1,1,17,18
233,HUTCHINSON,233,0014,2330014,5978,2393,1930,463,27,59,298,353,1764,1486,278,21,32,169,201
439,TARRANT,439,1589,4391589,8019,377,169,208,69,87,53,135,317,155,162,49,76,38,112
141,EL PASO,141,0023,1410023,3336,1931,632,1299,59,51,1193,1226,1564,585,979,41,39,901,929
113,DALLAS,113,2111,1132111,2297,41,31,10,4,2,7,9,41,31,10,4,2,7,9
255,KARNES,255,0004,2550004,6210,3901,1133,2768,52,762,1949,2696,3481,1053,2428,42,739,1630,2360
67,CASS,67,0002,670002,1527,527,395,132,4,77,25,101,416,314,102,3,64,14,78
201,HARRIS,201,0927,2010927,5145,5651,3198,2453,454,248,1665,1876,4304,2561,1743,301,166,1194,1346
339,MONTGOMERY,339,0056,3390056,6954,7980,4687,3293,788,686,1674,2303,5772,3549,2223,539,449,1113,1538
459,UPSHUR,459,0015B,4590015B,9058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,EL PASO,141,0063,1410063,3376,5743,440,5303,60,318,5027,5239,4263,387,3876,46,219,3659,3826
355,NUECES,355,0091,3550091,7206,6687,2619,4068,390,694,2927,3546,5686,2393,3293,317,585,2320,2865
439,TARRANT,439,2519,4392519,8185,1886,511,1375,251,646,460,1087,1422,431,991,201,465,300,755
201,HARRIS,201,1073,2011073,5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,BEXAR,29,2112,292112,525,2384,658,1726,98,120,1516,1610,1997,598,1399,80,86,1223,1296
439,TARRANT,439,2341,4392341,8142,739,157,582,91,251,245,487,568,126,442,78,185,178,359
201,HARRIS,201,0095,2010095,4312,6213,3030,3183,775,1186,1174,2302,5101,2551,2550,624,947,915,1828
469,VICTORIA,469,0001,4690001,9121,1053,186,867,6,94,773,852,793,153,640,2,75,560,631
257,KAUFMAN,257,0006,2570006,6227,3375,2427,948,26,119,683,790,2654,2039,615,18,69,426,491
463,UVALDE,463,0010,4630010,9078,1755,314,1441,12,25,1396,1409,1314,261,1053,9,15,1017,1026
201,HARRIS,201,1030,2011030,5248,1029,91,938,17,35,886,919,734,85,649,11,24,612,634
113,DALLAS,113,2518,1132518,2397,2349,1380,969,357,329,232,548,1909,1204,705,246,245,159,403
267,KIMBLE,267,0007,2670007,6313,413,352,61,6,7,48,52,371,323,48,5,7,36,40
355,NUECES,355,0048,3550048,7163,2265,500,1765,33,82,1644,1701,1731,459,1272,18,48,1182,1220
29,BEXAR,29,2069,292069,482,6117,908,5209,292,612,4331,4865,4761,801,3960,219,491,3236,3682
113,DALLAS,113,3003,1133003,2440,3256,273,2983,43,1387,1551,2907,2367,230,2137,32,1097,992,2077
259,KENDALL,259,3050,2593050,6270,3223,2354,869,62,41,681,711,2457,1877,580,37,21,453,469
201,HARRIS,201,0138,2010138,4355,2859,69,2790,18,1471,1334,2767,2152,56,2096,11,1223,875,2084
141,EL PASO,141,0149,1410149,3462,4089,160,3929,22,42,3885,3905,3228,134,3094,11,20,3060,3074
201,HARRIS,201,0224,2010224,4441,4379,2160,2219,954,489,740,1194,3639,1797,1842,817,421,569,972
69,CASTRO,69,0206,690206,1547,263,164,99,3,2,91,92,201,133,68,3,2,61,62
201,HARRIS,201,1159,2011159,5377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,DALLAS,113,3089,1133089,2526,116,79,37,6,5,15,20,104,72,32,6,5,10,15
29,BEXAR,29,3007,293007,611,5175,1866,3309,1132,418,1771,2133,3736,1455,2281,774,291,1202,1460
61,CAMERON,61,0049,610049,1461,4619,319,4300,25,25,4251,4260,3391,279,3112,18,8,3075,3079
457,TYLER,457,0010,4570010,9035,1570,1379,191,3,65,74,137,1221,1090,131,2,46,44,90
201,HARRIS,201,0052,2010052,4269,4246,2466,1780,611,286,850,1106,3832,2303,1529,495,235,757,968
215,HIDALGO,215,0077,2150077,5629,3828,345,3483,19,17,3450,3460,2692,323,2369,13,8,2345,2352
201,HARRIS,201,0181,2010181,4398,5135,302,4833,25,107,4690,4779,3834,288,3546,21,73,3430,3498
29,BEXAR,29,2155,292155,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,TARRANT,439,2569,4392569,8202,786,45,741,40,221,478,695,520,27,493,33,152,307,456
141,EL PASO,141,0020,1410020,3333,1744,426,1318,37,44,1241,1273,1377,374,1003,28,33,938,964
85,COLLIN,85,0170,850170,1799,2822,1653,1169,276,384,466,826,2014,1242,772,194,246,307,541
201,HARRIS,201,1116,2011116,5334,2823,601,2222,589,437,1206,1613,2021,481,1540,455,301,786,1073
61,CAMERON,61,0092,610092,1504,432,38,394,0,1,392,392,312,31,281,0,0,280,280
29,BEXAR,29,4052,294052,863,3596,1387,2209,176,692,1353,1982,2886,1224,1662,147,511,986,1471
439,TARRANT,439,2205,4392205,8099,3567,2380,1187,127,275,694,939,2807,1988,819,115,160,454,605
201,HARRIS,201,0347,2010347,4564,8019,2017,6002,343,260,5362,5565,5783,1721,4062,262,183,3571,3726
203,HARRISON,203,0011,2030011,5394,940,450,490,8,258,207,464,740,382,358,5,212,128,340
363,PALO PINTO,363,0022,3630022,7309,1382,1104,278,8,15,194,206,1080,905,175,8,6,115,119
489,WILLACY,489,0008,4890008,9373,464,51,413,3,1,407,408,348,45,303,3,1,297,298
85,COLLIN,85,0084,850084,1713,3625,2045,1580,277,686,543,1211,3059,1781,1278,226,566,416,973
381,RANDALL,381,0103,3810103,7458,2778,1525,1253,59,385,722,1093,2624,1460,1164,49,369,666,1023
201,HARRIS,201,0241,2010241,4458,8179,730,7449,153,335,6951,7245,5590,635,4955,138,249,4559,4790
279,LAMB,279,0001,2790001,6373,1717,522,1195,1,12,1174,1183,1217,416,801,1,6,784,790
113,DALLAS,113,3964,1133964,2649,3579,1563,2016,249,839,848,1661,2749,1309,1440,198,574,584,1154
439,TARRANT,439,4077,4394077,8437,339,233,106,1,7,90,96,277,207,70,1,6,57,62
303,LUBBOCK,303,0006,3030006,6522,2767,135,2632,10,1699,988,2608,1881,119,1762,4,1186,584,1752
473,WALLER,473,0106,4730106,9181,2596,930,1666,16,315,1324,1629,1947,818,1129,10,256,846,1097
361,ORANGE,361,0011,3610011,7266,1449,815,634,30,210,359,554,1093,682,411,21,134,233,355
147,FANNIN,147,0018,1470018,3585,5000,3612,1388,65,419,702,1109,3956,3000,956,49,307,451,755
209,HAYS,209,0435,2090435,5500,5347,3507,1840,151,115,1466,1548,3637,2470,1167,92,67,937,993
113,DALLAS,113,3310,1133310,2586,5680,1994,3686,95,955,2536,3461,4151,1671,2480,91,678,1614,2274
29,BEXAR,29,3171,293171,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,LUBBOCK,303,0053,3030053,6565,6597,2772,3825,268,603,2911,3426,5205,2436,2769,206,434,2052,2441
201,HARRIS,201,0433,2010433,4650,1606,269,1337,125,334,896,1207,1201,239,962,83,254,634,873
481,WHARTON,481,0203,4810203,9310,5817,1583,4234,48,1919,2281,4124,4412,1341,3071,34,1380,1644,3002
439,TARRANT,439,3392,4393392,8331,3062,2363,699,219,77,330,399,2244,1792,452,149,57,191,246
85,COLLIN,85,0021,850021,1650,6089,3292,2797,1296,564,795,1334,4895,2794,2101,1006,413,567,961
209,HAYS,209,0221,2090221,5457,5023,2387,2636,138,370,2089,2416,3842,1969,1873,80,266,1485,1726
367,PARKER,367,0400,3670400,7372,4413,3428,985,87,125,653,762,3379,2734,645,54,74,410,474
29,BEXAR,29,3110,293110,714,4322,1723,2599,194,312,2055,2320,3296,1396,1900,147,246,1473,1690
289,LEON,289,0012,2890012,6436,1013,702,311,9,209,61,268,806,562,244,7,169,46,213
387,RED RIVER,387,0011A,3870011A,7501,663,564,99,4,31,32,62,524,449,75,4,22,24,45
215,HIDALGO,215,0034,2150034,5586,1574,74,1500,42,9,1452,1455,1195,67,1128,33,8,1091,1093
439,TARRANT,439,2751,4392751,8245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,KLEBERG,273,0024,2730024,6330,2902,583,2319,224,308,1782,2063,2583,527,2056,205,278,1560,1819
371,PECOS,371,0009,3710009,7395,349,144,205,5,3,189,191,229,102,127,5,1,113,114
201,HARRIS,201,0304,2010304,4521,3359,1788,1571,620,178,727,883,2650,1479,1171,472,129,528,646
201,HARRIS,201,0370,2010370,4587,4115,2418,1697,359,335,915,1219,3062,1893,1169,264,212,626,830
213,HENDERSON,213,0001,2130001,5523,1624,814,810,20,225,542,751,1179,668,511,12,147,330,472
291,LIBERTY,291,0030,2910030,6459,3429,1774,1655,35,405,1135,1530,2442,1360,1082,12,299,697,991
157,FORT BEND,157,2030,1572030,3651,3472,1844,1628,259,807,591,1334,2826,1618,1208,213,591,408,971
439,TARRANT,439,3329,4393329,8308,5374,2042,3332,1000,949,1186,2098,4143,1709,2434,753,690,831,1500
157,FORT BEND,157,3078,1573078,3714,1014,71,943,378,314,272,561,793,52,741,336,222,190,399
113,DALLAS,113,3046,1133046,2483,4465,496,3969,57,2169,1734,3854,3247,436,2811,40,1629,1111,2725
113,DALLAS,113,4128,1134128,2778,1520,1204,316,151,13,137,147,1179,967,212,95,5,95,98
61,CAMERON,61,0006,610006,1418,2327,88,2239,17,22,2202,2215,1831,73,1758,17,18,1722,1735
141,EL PASO,141,0209A,1410209A,3522,3238,1430,1808,238,587,895,1393,1808,847,961,150,321,444,730
141,EL PASO,141,0106,1410106,3419,4760,407,4353,65,146,4162,4275,3606,332,3274,44,99,3119,3209
479,WEBB,479,0226,4790226,9244,2005,71,1934,10,14,1913,1920,1507,47,1460,6,8,1443,1449
479,WEBB,479,0340,4790340,9270,3220,246,2974,60,20,2901,2909,2490,207,2283,48,13,2225,2231
77,CLAY,77,0020,770020,1610,589,552,37,1,7,19,26,472,444,28,1,5,13,18
453,TRAVIS,453,0439,4530439,8972,3543,1494,2049,241,342,1464,1763,3186,1406,1780,222,313,1234,1512
439,TARRANT,439,3247,4393247,8291,4387,1622,2765,145,1669,843,2449,3205,1321,1884,110,1099,594,1654
29,BEXAR,29,3070,293070,674,3044,1568,1476,154,167,1156,1281,2527,1391,1136,112,127,882,989
113,DALLAS,113,3313,1133313,2589,5421,1278,4143,247,2139,1734,3821,3845,1102,2743,174,1390,1145,2515
279,LAMB,279,0004,2790004,6376,181,68,113,1,4,106,110,118,50,68,1,0,67,67
201,HARRIS,201,0287,2010287,4504,2472,1455,1017,198,177,607,772,1975,1210,765,159,141,434,569
201,HARRIS,201,0244,2010244,4461,6291,1573,4718,806,1272,2642,3844,4795,1340,3455,653,895,1890,2743
287,LEE,287,0304,2870304,6419,2125,1583,542,23,54,399,443,1617,1256,361,17,32,255,283
201,HARRIS,201,0330,2010330,4547,7885,1506,6379,624,566,5170,5678,5992,1341,4651,533,449,3643,4059
113,DALLAS,113,3805,1133805,2632,7867,305,7562,45,6683,934,7498,5730,262,5468,38,4850,604,5407
273,KLEBERG,273,0033,2730033,6333,612,233,379,34,26,319,337,454,185,269,24,20,220,236
141,EL PASO,141,0169,1410169,3482,7921,185,7736,26,40,7660,7680,5351,134,5217,14,20,5160,5175
71,CHAMBERS,71,0016,710016,1567,3443,2129,1314,27,122,1109,1218,2341,1489,852,14,80,709,781
373,POLK,373,0002,3730002,7398,923,775,148,9,26,86,110,742,635,107,7,11,64,75
113,DALLAS,113,4057,1134057,2715,3320,186,3134,8,247,2864,3101,2427,174,2253,8,195,2034,2227
351,NEWTON,351,0017,3510017,7100,119,24,95,1,91,3,94,106,22,84,1,80,3,83
29,BEXAR,29,3113,293113,717,2176,732,1444,89,180,1142,1313,1860,666,1194,79,153,936,1080
113,DALLAS,113,2801,1132801,2417,4754,2843,1911,843,248,717,949,3601,2292,1309,583,163,477,633
439,TARRANT,439,2827A,4392827A,8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,ELLIS,139,1016,1391016,3270,4257,858,3399,25,999,2314,3271,2932,687,2245,12,679,1487,2160
29,BEXAR,29,4015,294015,826,2949,531,2418,37,102,2276,2353,2450,479,1971,31,73,1864,1922
29,BEXAR,29,1155,291155,408,2838,560,2278,131,364,1841,2143,1979,438,1541,96,237,1222,1436
29,BEXAR,29,4184,294184,995,26,0,26,1,0,25,25,26,0,26,1,0,25,25
37,BOWIE,37,0015,370015,1072,805,701,104,5,62,17,78,625,547,78,5,45,13,57
61,CAMERON,61,0078,610078,1490,6571,830,5741,51,89,5568,5625,4738,685,4053,26,53,3919,3962
215,HIDALGO,215,0189,2150189,5741,3404,85,3319,3,3,3292,3292,2090,65,2025,2,2,2006,2006
257,KAUFMAN,257,0015,2570015,6236,5055,3691,1364,44,200,908,1095,3842,2933,909,36,127,571,694
285,LAVACA,285,0309,2850309,6405,1865,1481,384,9,152,201,346,1402,1163,239,6,111,104,211
339,MONTGOMERY,339,0007,3390007,6900,3434,2146,1288,27,97,1018,1108,2585,1720,865,19,71,667,733
349,NAVARRO,349,0303,3490303,7069,1774,1314,460,17,167,212,376,1401,1070,331,13,132,136,265
423,SMITH,423,0012,4230012,7733,3384,258,3126,14,1508,1622,3093,2229,213,2016,14,1036,969,1989
85,COLLIN,85,0030,850030,1659,6965,4014,2951,523,748,1501,2215,5192,3136,2056,384,483,1037,1513
113,DALLAS,113,2139,1132139,2323,3031,247,2784,83,1043,1654,2678,2143,232,1911,60,780,1062,1829
113,DALLAS,113,1409,1131409,2154,1803,249,1554,31,196,1323,1504,1329,228,1101,24,178,890,1059
121,DENTON,121,1063,1211063,2987,2718,1672,1046,96,257,619,858,2091,1361,730,68,189,419,600
201,HARRIS,201,0690,2010690,4908,6714,3784,2930,680,390,1734,2079,4915,3023,1892,477,243,1068,1294
215,HIDALGO,215,0020,2150020,5572,6614,131,6483,6,15,6466,6469,4505,70,4435,3,12,4425,4428
29,BEXAR,29,4038,294038,849,3850,1928,1922,167,339,1374,1672,3093,1660,1433,124,234,1010,1235
29,BEXAR,29,4161,294161,972,1568,206,1362,100,670,639,1260,1191,173,1018,87,485,460,923
29,BEXAR,29,1058,291058,308,5275,947,4328,95,75,4142,4193,3869,791,3078,80,43,2927,2956
